Counter,Date:,Info,Signal type,Time (24h),Network type,dBm,dBm average,Best signal,Percent,Percent average,Data state:,Data activity:,My Location latitude,My Location longitude,Tower Cell ID - short,Tower Cell ID - long,Tower LAC (Local Area Code)
,Log date: 5/28/18
,Log start: 17:42:46
,Log interval: 10 seconds
,Device/Model: GT-I9190
,Android: Version 7.1.2
,Net. op.: vodafone IT
,Sim op.: 
,Network type (DC)HSPA+ * 42.2 Mbps
,Phone type: GSM
,Country code: it
,Device ID: 356425056679763
1,5/28/18 * 17:42:56,HAVE MOBILE CONNECTION,mobile,17:42:56,(DC)HSPA+ * 42.2 Mbps,-85,-85,-85,50%,50%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
2,5/28/18 * 17:43:6,HAVE MOBILE CONNECTION,mobile,17:43:6,(DC)HSPA+ * 42.2 Mbps,-83,-84,-83,53%,51%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
3,5/28/18 * 17:43:16,HAVE MOBILE CONNECTION,mobile,17:43:16,(DC)HSPA+ * 42.2 Mbps,-83,-83,-83,53%,52%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
4,5/28/18 * 17:43:27,HAVE MOBILE CONNECTION,mobile,17:43:27,(DC)HSPA+ * 42.2 Mbps,-83,-83,-83,53%,52%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
5,5/28/18 * 17:43:37,HAVE MOBILE CONNECTION,mobile,17:43:37,(DC)HSPA+ * 42.2 Mbps,-83,-83,-83,53%,52%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
6,5/28/18 * 17:43:47,HAVE MOBILE CONNECTION,mobile,17:43:47,(DC)HSPA+ * 42.2 Mbps,-83,-83,-83,53%,52%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
7,5/28/18 * 17:43:58,HAVE MOBILE CONNECTION,mobile,17:43:57,(DC)HSPA+ * 42.2 Mbps,-75,-82,-75,67%,54%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
8,5/28/18 * 17:44:8,HAVE MOBILE CONNECTION,mobile,17:44:8,(DC)HSPA+ * 42.2 Mbps,-89,-83,-75,42%,53%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
9,5/28/18 * 17:44:18,HAVE MOBILE CONNECTION,mobile,17:44:18,(DC)HSPA+ * 42.2 Mbps,-89,-83,-75,42%,51%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
10,5/28/18 * 17:44:28,HAVE MOBILE CONNECTION,mobile,17:44:28,(DC)HSPA+ * 42.2 Mbps,-89,-84,-75,42%,50%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
11,5/28/18 * 17:44:38,HAVE MOBILE CONNECTION,mobile,17:44:38,(DC)HSPA+ * 42.2 Mbps,-89,-84,-75,42%,50%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
12,5/28/18 * 17:44:48,HAVE MOBILE CONNECTION,mobile,17:44:48,(DC)HSPA+ * 42.2 Mbps,-89,-85,-75,42%,49%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
13,5/28/18 * 17:44:58,HAVE MOBILE CONNECTION,mobile,17:44:58,(DC)HSPA+ * 42.2 Mbps,-89,-85,-75,42%,48%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
14,5/28/18 * 17:45:8,HAVE MOBILE CONNECTION,mobile,17:45:8,(DC)HSPA+ * 42.2 Mbps,-89,-85,-75,42%,48%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
15,5/28/18 * 17:45:19,HAVE MOBILE CONNECTION,mobile,17:45:19,(DC)HSPA+ * 42.2 Mbps,-89,-85,-75,42%,47%,Connected,upload + download activity,0.0,0.0,5582,27203022,25021
16,5/28/18 * 17:45:29,HAVE MOBILE CONNECTION,mobile,17:45:29,UMTS * 384 kbps,-89,-86,-75,42%,47%,Connected,upload + download activity,45.39236588,11.870941,5583,27203023,25021
17,5/28/18 * 17:45:39,HAVE MOBILE CONNECTION,mobile,17:45:39,(DC)HSPA+ * 42.2 Mbps,-89,-86,-75,42%,47%,Connected,upload + download activity,45.39273389,11.87114176,5583,27203023,25021
18,5/28/18 * 17:45:49,HAVE MOBILE CONNECTION,mobile,17:45:49,(DC)HSPA+ * 42.2 Mbps,-89,-86,-75,42%,46%,Connected,upload + download activity,45.39326266,11.87146315,5583,27203023,25021
19,5/28/18 * 17:45:59,HAVE MOBILE CONNECTION,mobile,17:45:59,(DC)HSPA+ * 42.2 Mbps,-89,-86,-75,42%,46%,Connected,upload + download activity,45.39388448,11.87185513,5583,27203023,25021
20,5/28/18 * 17:46:9,HAVE MOBILE CONNECTION,mobile,17:46:9,(DC)HSPA+ * 42.2 Mbps,-89,-86,-75,42%,46%,Connected,upload + download activity,45.39462255,11.87230438,5583,27203023,25021
21,5/28/18 * 17:46:20,HAVE MOBILE CONNECTION,mobile,17:46:20,(DC)HSPA+ * 42.2 Mbps,-89,-86,-75,42%,46%,Connected,upload + download activity,45.39518385,11.87272102,5583,27203023,25021
22,5/28/18 * 17:46:30,HAVE MOBILE CONNECTION,mobile,17:46:30,(DC)HSPA+ * 42.2 Mbps,-89,-86,-75,42%,46%,Connected,upload + download activity,45.39519275,11.87277377,5583,27203023,25021
23,5/28/18 * 17:46:40,HAVE MOBILE CONNECTION,mobile,17:46:40,(DC)HSPA+ * 42.2 Mbps,-89,-86,-75,42%,45%,Connected,upload + download activity,45.39507041,11.87258317,5113,27202553,25021
24,5/28/18 * 17:46:51,HAVE MOBILE CONNECTION,mobile,17:46:51,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,45%,Connected,upload + download activity,45.39539536,11.87280394,5113,27202553,25021
25,5/28/18 * 17:47:1,HAVE MOBILE CONNECTION,mobile,17:47:1,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,45%,Connected,upload + download activity,45.39622399,11.87334111,5113,27202553,25021
26,5/28/18 * 17:47:11,HAVE MOBILE CONNECTION,mobile,17:47:11,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,45%,Connected,upload + download activity,45.39684847,11.87380285,5113,27202553,25021
27,5/28/18 * 17:47:21,HAVE MOBILE CONNECTION,mobile,17:47:21,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,45%,Connected,upload + download activity,45.3974057,11.87404058,5113,27202553,25021
28,5/28/18 * 17:47:32,HAVE MOBILE CONNECTION,mobile,17:47:31,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,45%,Connected,upload + download activity,45.39763774,11.87428324,5113,27202553,25021
29,5/28/18 * 17:47:42,HAVE MOBILE CONNECTION,mobile,17:47:42,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,45%,Connected,upload + download activity,45.3975827,11.87420082,5113,27202553,25021
30,5/28/18 * 17:47:52,HAVE MOBILE CONNECTION,mobile,17:47:52,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39762237,11.87430308,5113,27202553,25021
31,5/28/18 * 17:48:2,HAVE MOBILE CONNECTION,mobile,17:48:2,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39765739,11.87435121,5113,27202553,25021
32,5/28/18 * 17:48:12,HAVE MOBILE CONNECTION,mobile,17:48:12,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39794071,11.8745152,5113,27202553,25021
33,5/28/18 * 17:48:22,HAVE MOBILE CONNECTION,mobile,17:48:22,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39860794,11.8749233,5113,27202553,25021
34,5/28/18 * 17:48:33,HAVE MOBILE CONNECTION,mobile,17:48:33,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39913939,11.87519877,5113,27202553,25021
35,5/28/18 * 17:48:43,HAVE MOBILE CONNECTION,mobile,17:48:43,UMTS * 384 kbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39977366,11.87564629,1107,27198547,25021
36,5/28/18 * 17:48:53,HAVE MOBILE CONNECTION,mobile,17:48:53,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.40003577,11.87614473,1107,27198547,25021
37,5/28/18 * 17:49:3,HAVE MOBILE CONNECTION,mobile,17:49:3,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.3998491,11.87665528,1107,27198547,25021
38,5/28/18 * 17:49:13,HAVE MOBILE CONNECTION,mobile,17:49:13,(DC)HSPA+ * 42.2 Mbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39973641,11.8768968,1107,27198547,25021
39,5/28/18 * 17:49:23,HAVE MOBILE CONNECTION,mobile,17:49:23,UMTS * 384 kbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.3997393,11.87686369,1107,27198547,25021
40,5/28/18 * 17:49:34,HAVE MOBILE CONNECTION,mobile,17:49:34,UMTS * 384 kbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39973475,11.87683783,1107,27198547,25021
41,5/28/18 * 17:49:44,HAVE MOBILE CONNECTION,mobile,17:49:44,UMTS * 384 kbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39965435,11.87694762,1107,27198547,25021
42,5/28/18 * 17:49:54,HAVE MOBILE CONNECTION,mobile,17:49:54,UMTS * 384 kbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39957019,11.87698931,1107,27198547,25021
43,5/28/18 * 17:50:4,HAVE MOBILE CONNECTION,mobile,17:50:4,UMTS * 384 kbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39954516,11.87728813,1107,27198547,25021
44,5/28/18 * 17:50:14,HAVE MOBILE CONNECTION,mobile,17:50:14,UMTS * 384 kbps,-89,-87,-75,42%,44%,Connected,upload + download activity,45.39974024,11.87772345,1107,27198547,25021
45,5/28/18 * 17:50:25,HAVE MOBILE CONNECTION,mobile,17:50:25,UMTS * 384 kbps,-89,-87,-75,42%,43%,Connected,upload + download activity,45.4000546,11.87828916,1107,27198547,25021
46,5/28/18 * 17:50:35,HAVE MOBILE CONNECTION,mobile,17:50:35,(DC)HSPA+ * 42.2 Mbps,-93,-88,-75,35%,43%,Connected,upload activity,45.40034495,11.87856949,4748,27202188,25021
47,5/28/18 * 17:50:45,HAVE MOBILE CONNECTION,mobile,17:50:45,UMTS * 384 kbps,-91,-88,-75,39%,43%,Connected,no activity,45.40056201,11.87820474,4748,27202188,25021
48,5/28/18 * 17:50:56,HAVE MOBILE CONNECTION,mobile,17:50:55,(DC)HSPA+ * 42.2 Mbps,-91,-88,-75,39%,43%,Connected,no activity,45.40071863,11.87772323,4748,27202188,25021
49,5/28/18 * 17:51:6,HAVE MOBILE CONNECTION,mobile,17:51:6,(DC)HSPA+ * 42.2 Mbps,-91,-88,-75,39%,43%,Connected,upload + download activity,45.40090407,11.87741522,4748,27202188,25021
50,5/28/18 * 17:51:16,HAVE MOBILE CONNECTION,mobile,17:51:16,(DC)HSPA+ * 42.2 Mbps,-85,-88,-75,50%,43%,Connected,upload + download activity,45.40088421,11.87739334,4748,27202188,25021
51,5/28/18 * 17:51:26,HAVE MOBILE CONNECTION,mobile,17:51:26,(DC)HSPA+ * 42.2 Mbps,-85,-88,-75,50%,43%,Connected,upload + download activity,45.4008968,11.87739549,4748,27202188,25021
52,5/28/18 * 17:51:36,HAVE MOBILE CONNECTION,mobile,17:51:36,(DC)HSPA+ * 42.2 Mbps,-85,-88,-75,50%,43%,Connected,upload + download activity,45.40090649,11.87737335,4748,27202188,25021
53,5/28/18 * 17:51:46,HAVE MOBILE CONNECTION,mobile,17:51:46,(DC)HSPA+ * 42.2 Mbps,-81,-87,-75,57%,44%,Connected,upload + download activity,45.40129849,11.87686449,4748,27202188,25021
54,5/28/18 * 17:51:57,HAVE MOBILE CONNECTION,mobile,17:51:57,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40169104,11.87642001,4748,27202188,25021
55,5/28/18 * 17:52:7,HAVE MOBILE CONNECTION,mobile,17:52:7,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.4021971,11.87617856,4748,27202188,25021
56,5/28/18 * 17:52:18,HAVE MOBILE CONNECTION,mobile,17:52:18,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40269458,11.87642347,4748,27202188,25021
57,5/28/18 * 17:52:28,HAVE MOBILE CONNECTION,mobile,17:52:28,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40316101,11.87639438,4748,27202188,25021
58,5/28/18 * 17:52:38,HAVE MOBILE CONNECTION,mobile,17:52:38,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40359341,11.87622475,4748,27202188,25021
59,5/28/18 * 17:52:48,HAVE MOBILE CONNECTION,mobile,17:52:48,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40405408,11.87658651,4748,27202188,25021
60,5/28/18 * 17:52:59,HAVE MOBILE CONNECTION,mobile,17:52:59,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40448078,11.87677658,4748,27202188,25021
61,5/28/18 * 17:53:9,HAVE MOBILE CONNECTION,mobile,17:53:9,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40495376,11.87705049,4748,27202188,25021
62,5/28/18 * 17:53:19,HAVE MOBILE CONNECTION,mobile,17:53:19,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40508841,11.87709671,4748,27202188,25021
63,5/28/18 * 17:53:29,HAVE MOBILE CONNECTION,mobile,17:53:29,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40510505,11.87708958,4748,27202188,25021
64,5/28/18 * 17:53:40,HAVE MOBILE CONNECTION,mobile,17:53:40,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40512393,11.87710166,4748,27202188,25021
65,5/28/18 * 17:53:50,HAVE MOBILE CONNECTION,mobile,17:53:50,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40584082,11.87760897,4748,27202188,25021
66,5/28/18 * 17:54:0,HAVE MOBILE CONNECTION,mobile,17:54:0,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40634562,11.87786223,4748,27202188,25021
67,5/28/18 * 17:54:10,HAVE MOBILE CONNECTION,mobile,17:54:10,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40697583,11.878254,4748,27202188,25021
68,5/28/18 * 17:54:20,HAVE MOBILE CONNECTION,mobile,17:54:20,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40736569,11.87825003,4748,27202188,25021
69,5/28/18 * 17:54:31,HAVE MOBILE CONNECTION,mobile,17:54:31,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40750548,11.87811408,4748,27202188,25021
70,5/28/18 * 17:54:41,HAVE MOBILE CONNECTION,mobile,17:54:41,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40748135,11.87801628,4748,27202188,25021
71,5/28/18 * 17:54:51,HAVE MOBILE CONNECTION,mobile,17:54:51,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40750935,11.87808419,4748,27202188,25021
72,5/28/18 * 17:55:2,HAVE MOBILE CONNECTION,mobile,17:55:2,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40750972,11.8780851,4748,27202188,25021
73,5/28/18 * 17:55:12,HAVE MOBILE CONNECTION,mobile,17:55:12,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40751359,11.878095,4748,27202188,25021
74,5/28/18 * 17:55:22,HAVE MOBILE CONNECTION,mobile,17:55:22,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.407545,11.8781108,4748,27202188,25021
75,5/28/18 * 17:55:33,HAVE MOBILE CONNECTION,mobile,17:55:33,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40876898,11.87850805,4748,27202188,25021
76,5/28/18 * 17:55:43,HAVE MOBILE CONNECTION,mobile,17:55:43,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.40949609,11.87855865,4748,27202188,25021
77,5/28/18 * 17:55:54,HAVE MOBILE CONNECTION,mobile,17:55:53,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41033043,11.87827945,4748,27202188,25021
78,5/28/18 * 17:56:4,HAVE MOBILE CONNECTION,mobile,17:56:4,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41091589,11.87840037,4748,27202188,25021
79,5/28/18 * 17:56:14,HAVE MOBILE CONNECTION,mobile,17:56:14,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41160579,11.87859971,4748,27202188,25021
80,5/28/18 * 17:56:24,HAVE MOBILE CONNECTION,mobile,17:56:24,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41207618,11.87866056,4748,27202188,25021
81,5/28/18 * 17:56:35,HAVE MOBILE CONNECTION,mobile,17:56:35,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41212926,11.87859133,4748,27202188,25021
82,5/28/18 * 17:56:45,HAVE MOBILE CONNECTION,mobile,17:56:45,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41218511,11.87869099,4748,27202188,25021
83,5/28/18 * 17:56:55,HAVE MOBILE CONNECTION,mobile,17:56:55,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41289558,11.87876666,4748,27202188,25021
84,5/28/18 * 17:57:5,HAVE MOBILE CONNECTION,mobile,17:57:5,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41349076,11.87887779,4748,27202188,25021
85,5/28/18 * 17:57:16,HAVE MOBILE CONNECTION,mobile,17:57:16,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41362486,11.87890214,4748,27202188,25021
86,5/28/18 * 17:57:26,HAVE MOBILE CONNECTION,mobile,17:57:26,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41408455,11.87895121,4748,27202188,25021
87,5/28/18 * 17:57:36,HAVE MOBILE CONNECTION,mobile,17:57:36,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41420042,11.87904504,4748,27202188,25021
88,5/28/18 * 17:57:46,HAVE MOBILE CONNECTION,mobile,17:57:46,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.4142803,11.87904517,4748,27202188,25021
89,5/28/18 * 17:57:57,HAVE MOBILE CONNECTION,mobile,17:57:56,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41492895,11.87922883,4748,27202188,25021
90,5/28/18 * 17:58:7,HAVE MOBILE CONNECTION,mobile,17:58:7,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41560876,11.87943293,4748,27202188,25021
91,5/28/18 * 17:58:17,HAVE MOBILE CONNECTION,mobile,17:58:17,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.4158269,11.87938763,4748,27202188,25021
92,5/28/18 * 17:58:27,HAVE MOBILE CONNECTION,mobile,17:58:27,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41585152,11.87929782,4748,27202188,25021
93,5/28/18 * 17:58:38,HAVE MOBILE CONNECTION,mobile,17:58:38,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41590062,11.87928192,4748,27202188,25021
94,5/28/18 * 17:58:48,HAVE MOBILE CONNECTION,mobile,17:58:48,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41625013,11.8794672,4748,27202188,25021
95,5/28/18 * 17:58:58,HAVE MOBILE CONNECTION,mobile,17:58:58,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41636475,11.8794397,4748,27202188,25021
96,5/28/18 * 17:59:8,HAVE MOBILE CONNECTION,mobile,17:59:8,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41640373,11.87950794,4748,27202188,25021
97,5/28/18 * 17:59:19,HAVE MOBILE CONNECTION,mobile,17:59:19,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41673723,11.8797826,4748,27202188,25021
98,5/28/18 * 17:59:29,HAVE MOBILE CONNECTION,mobile,17:59:29,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41723882,11.87959725,4748,27202188,25021
99,5/28/18 * 17:59:39,HAVE MOBILE CONNECTION,mobile,17:59:39,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41738708,11.87898489,4748,27202188,25021
100,5/28/18 * 17:59:49,HAVE MOBILE CONNECTION,mobile,17:59:49,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,44%,Connected,upload + download activity,45.41739197,11.87883144,4748,27202188,25021
101,5/28/18 * 17:59:59,HAVE MOBILE CONNECTION,mobile,17:59:59,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41739545,11.87889635,4748,27202188,25021
102,5/28/18 * 18:0:10,HAVE MOBILE CONNECTION,mobile,18:0:10,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41738564,11.87901567,4748,27202188,25021
103,5/28/18 * 18:0:20,HAVE MOBILE CONNECTION,mobile,18:0:20,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41734145,11.87923333,4748,27202188,25021
104,5/28/18 * 18:0:31,HAVE MOBILE CONNECTION,mobile,18:0:31,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41728181,11.87909311,4748,27202188,25021
105,5/28/18 * 18:0:41,HAVE MOBILE CONNECTION,mobile,18:0:41,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736016,11.87902936,4748,27202188,25021
106,5/28/18 * 18:0:51,HAVE MOBILE CONNECTION,mobile,18:0:51,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.4173535,11.87901976,4748,27202188,25021
107,5/28/18 * 18:1:1,HAVE MOBILE CONNECTION,mobile,18:1:1,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41737607,11.87894808,2768,27200208,25021
108,5/28/18 * 18:1:12,HAVE MOBILE CONNECTION,mobile,18:1:12,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41739773,11.87897985,2768,27200208,25021
109,5/28/18 * 18:1:22,HAVE MOBILE CONNECTION,mobile,18:1:22,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41739671,11.87897988,2768,27200208,25021
110,5/28/18 * 18:1:32,HAVE MOBILE CONNECTION,mobile,18:1:32,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41739634,11.87897969,2768,27200208,25021
111,5/28/18 * 18:1:43,HAVE MOBILE CONNECTION,mobile,18:1:43,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736847,11.87895968,2768,27200208,25021
112,5/28/18 * 18:1:53,HAVE MOBILE CONNECTION,mobile,18:1:53,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736335,11.87894957,2768,27200208,25021
113,5/28/18 * 18:2:3,HAVE MOBILE CONNECTION,mobile,18:2:3,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736323,11.8789496,2768,27200208,25021
114,5/28/18 * 18:2:13,HAVE MOBILE CONNECTION,mobile,18:2:13,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736328,11.87894969,2768,27200208,25021
115,5/28/18 * 18:2:24,HAVE MOBILE CONNECTION,mobile,18:2:24,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736339,11.87894964,2768,27200208,25021
116,5/28/18 * 18:2:34,HAVE MOBILE CONNECTION,mobile,18:2:34,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736315,11.87894972,2768,27200208,25021
117,5/28/18 * 18:2:44,HAVE MOBILE CONNECTION,mobile,18:2:44,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736316,11.87894971,5473,27202913,25021
118,5/28/18 * 18:2:54,HAVE MOBILE CONNECTION,mobile,18:2:54,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736316,11.87894958,5473,27202913,25021
119,5/28/18 * 18:3:5,HAVE MOBILE CONNECTION,mobile,18:3:5,UMTS * 384 kbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736314,11.87894953,5473,27202913,25021
120,5/28/18 * 18:3:15,HAVE MOBILE CONNECTION,mobile,18:3:15,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736314,11.87894953,5473,27202913,25021
121,5/28/18 * 18:3:26,HAVE MOBILE CONNECTION,mobile,18:3:26,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41736314,11.87894953,5473,27202913,25021
122,5/28/18 * 18:3:36,HAVE MOBILE CONNECTION,mobile,18:3:36,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41630722,11.87936609,5473,27202913,25021
123,5/28/18 * 18:3:46,HAVE MOBILE CONNECTION,mobile,18:3:46,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41624897,11.87932186,5473,27202913,25021
124,5/28/18 * 18:3:56,HAVE MOBILE CONNECTION,mobile,18:3:56,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41619615,11.87933161,5473,27202913,25021
125,5/28/18 * 18:4:6,HAVE MOBILE CONNECTION,mobile,18:4:6,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41556219,11.87936854,5473,27202913,25021
126,5/28/18 * 18:4:17,HAVE MOBILE CONNECTION,mobile,18:4:17,(DC)HSPA+ * 42.2 Mbps,-87,-87,-75,46%,45%,Connected,upload + download activity,45.41468343,11.87895921,5473,27202913,25021
