Counter,Date:,Info,Signal type,Time (24h),Network type,dBm,dBm average,Best signal,Percent,Percent average,Data state:,Data activity:,My Location latitude,My Location longitude,Tower Cell ID - short,Tower Cell ID - long,Tower LAC (Local Area Code)
,Log date: 6/2/18
,Log start: 10:10:8
,Log interval: 10 seconds
,Device/Model: GT-I9190
,Android: Version 7.1.2
,Net. op.: vodafone IT
,Sim op.: 
,Network type UMTS * 384 kbps
,Phone type: GSM
,Country code: it
,Device ID: 356425056679763
90,6/2/18 * 10:26:14,HAVE MOBILE CONNECTION,mobile,10:26:14,(DC)HSPA+ * 42.2 Mbps,-91,-82,-57,39%,59%,Connected,upload + download activity,45.48935449,12.0054879,31991,27229431,25021
91,6/2/18 * 10:26:24,HAVE MOBILE CONNECTION,mobile,10:26:24,(DC)HSPA+ * 42.2 Mbps,-89,-82,-57,42%,59%,Connected,upload + download activity,45.49068073,12.00600572,31991,27229431,25021
92,6/2/18 * 10:26:34,HAVE MOBILE CONNECTION,mobile,10:26:34,(DC)HSPA+ * 42.2 Mbps,-93,-82,-57,35%,59%,Connected,upload + download activity,45.49215064,12.00657416,31991,27229431,25021
93,6/2/18 * 10:26:45,HAVE MOBILE CONNECTION,mobile,10:26:45,(DC)HSPA+ * 42.2 Mbps,-95,-82,-57,32%,59%,Connected,upload + download activity,45.49365951,12.00710477,31991,27229431,25021
94,6/2/18 * 10:26:55,HAVE MOBILE CONNECTION,mobile,10:26:55,(DC)HSPA+ * 42.2 Mbps,-95,-82,-57,32%,58%,Connected,upload + download activity,45.49502518,12.00754313,31991,27229431,25021
95,6/2/18 * 10:27:5,HAVE MOBILE CONNECTION,mobile,10:27:5,(DC)HSPA+ * 42.2 Mbps,-93,-83,-57,35%,58%,Connected,upload + download activity,45.49641897,12.00804924,31991,27229431,25021
96,6/2/18 * 10:27:15,HAVE MOBILE CONNECTION,mobile,10:27:15,HSDPA * 7.2 Mbps,-89,-83,-57,42%,58%,Connected,upload + download activity,45.49782996,12.00859075,31991,27229431,25021
97,6/2/18 * 10:27:26,HAVE MOBILE CONNECTION,mobile,10:27:26,HSDPA * 7.2 Mbps,-91,-83,-57,39%,58%,Connected,upload + download activity,45.49944939,12.0091956,31991,27229431,25021
98,6/2/18 * 10:27:36,HAVE MOBILE CONNECTION,mobile,10:27:36,UMTS * 384 kbps,-97,-83,-57,28%,57%,Connected,upload + download activity,45.50066768,12.00968387,31991,27229431,25021
99,6/2/18 * 10:27:46,HAVE MOBILE CONNECTION,mobile,10:27:46,UMTS * 384 kbps,-97,-83,-57,28%,57%,Connected,upload + download activity,45.50188974,12.0101571,31991,27229431,25021
100,6/2/18 * 10:27:56,HAVE MOBILE CONNECTION,mobile,10:27:56,HSDPA * 7.2 Mbps,-97,-83,-57,28%,57%,Connected,upload + download activity,45.50267059,12.01055428,31991,27229431,25021
101,6/2/18 * 10:28:7,HAVE MOBILE CONNECTION,mobile,10:28:7,HSDPA * 7.2 Mbps,-97,-83,-57,28%,57%,Connected,upload + download activity,45.50396149,12.01092464,31991,27229431,25021
102,6/2/18 * 10:28:17,HAVE MOBILE CONNECTION,mobile,10:28:17,(DC)HSPA+ * 42.2 Mbps,-93,-83,-57,35%,56%,Connected,upload + download activity,45.50557253,12.01153781,31991,27229431,25021
103,6/2/18 * 10:28:27,HAVE MOBILE CONNECTION,mobile,10:28:27,UMTS * 384 kbps,-93,-83,-57,35%,56%,Connected,upload + download activity,45.50697298,12.01212988,31991,27229431,25021
104,6/2/18 * 10:28:37,HAVE MOBILE CONNECTION,mobile,10:28:37,UMTS * 384 kbps,-95,-84,-57,32%,56%,Connected,upload + download activity,45.50800556,12.0133053,31991,27229431,25021
105,6/2/18 * 10:28:47,HAVE MOBILE CONNECTION,mobile,10:28:47,UMTS * 384 kbps,-93,-84,-57,35%,56%,Connected,upload + download activity,45.50823911,12.01536455,11373,27405421,25031
106,6/2/18 * 10:28:57,HAVE MOBILE CONNECTION,mobile,10:28:57,UMTS * 384 kbps,-89,-84,-57,42%,56%,Connected,upload + download activity,45.50788649,12.01748287,11373,27405421,25031
107,6/2/18 * 10:29:8,HAVE MOBILE CONNECTION,mobile,10:29:8,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,56%,Connected,upload + download activity,45.5075288,12.01935438,11373,27405421,25031
108,6/2/18 * 10:29:18,HAVE MOBILE CONNECTION,mobile,10:29:18,(DC)HSPA+ * 42.2 Mbps,-79,-84,-57,60%,56%,Connected,upload + download activity,45.50724742,12.02091594,11373,27405421,25031
109,6/2/18 * 10:29:28,HAVE MOBILE CONNECTION,mobile,10:29:28,(DC)HSPA+ * 42.2 Mbps,-79,-84,-57,60%,56%,Connected,upload + download activity,45.50698287,12.02226199,11373,27405421,25031
110,6/2/18 * 10:29:38,HAVE MOBILE CONNECTION,mobile,10:29:38,(DC)HSPA+ * 42.2 Mbps,-79,-84,-57,60%,56%,Connected,upload + download activity,45.50649618,12.02491588,11373,27405421,25031
111,6/2/18 * 10:29:48,HAVE MOBILE CONNECTION,mobile,10:29:48,(DC)HSPA+ * 42.2 Mbps,-71,-83,-57,75%,56%,Connected,upload + download activity,45.50599803,12.02765124,11371,27405419,25031
112,6/2/18 * 10:29:59,HAVE MOBILE CONNECTION,mobile,10:29:59,(DC)HSPA+ * 42.2 Mbps,-63,-83,-57,89%,56%,Connected,upload + download activity,45.50559887,12.02986514,11371,27405419,25031
113,6/2/18 * 10:30:9,HAVE MOBILE CONNECTION,mobile,10:30:9,(DC)HSPA+ * 42.2 Mbps,-65,-83,-57,85%,56%,Connected,upload + download activity,45.50614417,12.03068289,11371,27405419,25031
114,6/2/18 * 10:30:19,HAVE MOBILE CONNECTION,mobile,10:30:19,(DC)HSPA+ * 42.2 Mbps,-81,-83,-57,57%,56%,Connected,upload + download activity,45.50760821,12.03122817,11371,27405419,25031
115,6/2/18 * 10:30:29,HAVE MOBILE CONNECTION,mobile,10:30:29,(DC)HSPA+ * 42.2 Mbps,-91,-83,-57,39%,56%,Connected,upload + download activity,45.5091654,12.03160025,11371,27405419,25031
116,6/2/18 * 10:30:39,HAVE MOBILE CONNECTION,mobile,10:30:39,(DC)HSPA+ * 42.2 Mbps,-99,-83,-57,25%,56%,Connected,upload + download activity,45.51079315,12.03220601,11371,27405419,25031
117,6/2/18 * 10:30:50,HAVE MOBILE CONNECTION,mobile,10:30:50,(DC)HSPA+ * 42.2 Mbps,-101,-83,-57,21%,56%,Connected,upload + download activity,45.51235657,12.03279676,11371,27405419,25031
118,6/2/18 * 10:31:0,HAVE MOBILE CONNECTION,mobile,10:31:0,UMTS * 384 kbps,-97,-83,-57,28%,55%,Connected,upload + download activity,45.51384524,12.03334676,11371,27405419,25031
119,6/2/18 * 10:31:10,HAVE MOBILE CONNECTION,mobile,10:31:10,(DC)HSPA+ * 42.2 Mbps,-93,-84,-57,35%,55%,Connected,upload + download activity,45.51532425,12.03392326,44403,27438451,25031
120,6/2/18 * 10:31:20,HAVE MOBILE CONNECTION,mobile,10:31:20,(DC)HSPA+ * 42.2 Mbps,-97,-84,-57,28%,55%,Connected,upload + download activity,45.51672831,12.03443999,44403,27438451,25031
121,6/2/18 * 10:31:30,HAVE MOBILE CONNECTION,mobile,10:31:30,UMTS * 384 kbps,-109,-84,-57,7%,55%,Connected,upload + download activity,45.51778567,12.03483728,44403,27438451,25031
122,6/2/18 * 10:31:41,HAVE MOBILE CONNECTION,mobile,10:31:41,(DC)HSPA+ * 42.2 Mbps,-103,-84,-57,17%,54%,Connected,upload + download activity,45.51845159,12.03577286,44403,27438451,25031
123,6/2/18 * 10:31:51,HAVE MOBILE CONNECTION,mobile,10:31:51,(DC)HSPA+ * 42.2 Mbps,-97,-84,-57,28%,54%,Connected,upload + download activity,45.51912268,12.03757811,44403,27438451,25031
124,6/2/18 * 10:32:1,HAVE MOBILE CONNECTION,mobile,10:32:1,(DC)HSPA+ * 42.2 Mbps,-89,-84,-57,42%,54%,Connected,upload + download activity,45.51965736,12.03895456,44403,27438451,25031
125,6/2/18 * 10:32:11,HAVE MOBILE CONNECTION,mobile,10:32:11,(DC)HSPA+ * 42.2 Mbps,-91,-84,-57,39%,54%,Connected,upload + download activity,45.52024697,12.04050871,44403,27438451,25031
126,6/2/18 * 10:32:22,HAVE MOBILE CONNECTION,mobile,10:32:22,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,54%,Connected,upload + download activity,45.52114925,12.04289408,44403,27438451,25031
127,6/2/18 * 10:32:32,HAVE MOBILE CONNECTION,mobile,10:32:32,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,54%,Connected,upload + download activity,45.52212405,12.04470624,44403,27438451,25031
128,6/2/18 * 10:32:42,HAVE MOBILE CONNECTION,mobile,10:32:42,(DC)HSPA+ * 42.2 Mbps,-89,-84,-57,42%,54%,Connected,upload + download activity,45.52324842,12.04617538,44403,27438451,25031
129,6/2/18 * 10:32:52,HAVE MOBILE CONNECTION,mobile,10:32:52,(DC)HSPA+ * 42.2 Mbps,-79,-84,-57,60%,54%,Connected,upload + download activity,45.52425695,12.04754905,44403,27438451,25031
130,6/2/18 * 10:33:2,HAVE MOBILE CONNECTION,mobile,10:33:2,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,54%,Connected,upload + download activity,45.52540212,12.04893289,44403,27438451,25031
131,6/2/18 * 10:33:13,HAVE MOBILE CONNECTION,mobile,10:33:13,(DC)HSPA+ * 42.2 Mbps,-83,-84,-57,53%,54%,Connected,upload + download activity,45.52700694,12.04998323,44403,27438451,25031
132,6/2/18 * 10:33:23,HAVE MOBILE CONNECTION,mobile,10:33:23,(DC)HSPA+ * 42.2 Mbps,-91,-84,-57,39%,54%,Connected,upload + download activity,45.52853335,12.05082013,44403,27438451,25031
133,6/2/18 * 10:33:33,HAVE MOBILE CONNECTION,mobile,10:33:33,(DC)HSPA+ * 42.2 Mbps,-87,-84,-57,46%,54%,Connected,upload + download activity,45.53004585,12.05113149,44401,27438449,25031
134,6/2/18 * 10:33:43,HAVE MOBILE CONNECTION,mobile,10:33:43,(DC)HSPA+ * 42.2 Mbps,-83,-84,-57,53%,54%,Connected,upload + download activity,45.53159374,12.05119499,44401,27438449,25031
135,6/2/18 * 10:33:54,HAVE MOBILE CONNECTION,mobile,10:33:54,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,54%,Connected,upload + download activity,45.5331855,12.05129193,44401,27438449,25031
136,6/2/18 * 10:34:4,HAVE MOBILE CONNECTION,mobile,10:34:4,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,54%,Connected,upload + download activity,45.53435505,12.05197359,44401,27438449,25031
137,6/2/18 * 10:34:14,HAVE MOBILE CONNECTION,mobile,10:34:14,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,54%,Connected,upload + download activity,45.53513536,12.05339697,44401,27438449,25031
138,6/2/18 * 10:34:24,HAVE MOBILE CONNECTION,mobile,10:34:24,(DC)HSPA+ * 42.2 Mbps,-91,-84,-57,39%,53%,Connected,upload + download activity,45.53597961,12.05542736,44401,27438449,25031
139,6/2/18 * 10:34:34,HAVE MOBILE CONNECTION,mobile,10:34:34,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,53%,Connected,upload + download activity,45.53684141,12.05738583,44401,27438449,25031
140,6/2/18 * 10:34:45,HAVE MOBILE CONNECTION,mobile,10:34:45,(DC)HSPA+ * 42.2 Mbps,-87,-84,-57,46%,53%,Connected,upload + download activity,45.53771439,12.05952414,11242,27405290,25031
141,6/2/18 * 10:34:55,HAVE MOBILE CONNECTION,mobile,10:34:55,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,53%,Connected,upload + download activity,45.53850164,12.06141737,11242,27405290,25031
142,6/2/18 * 10:35:5,HAVE MOBILE CONNECTION,mobile,10:35:5,(DC)HSPA+ * 42.2 Mbps,-83,-84,-57,53%,53%,Connected,upload + download activity,45.53924612,12.06316021,11242,27405290,25031
143,6/2/18 * 10:35:16,HAVE MOBILE CONNECTION,mobile,10:35:16,(DC)HSPA+ * 42.2 Mbps,-79,-84,-57,60%,53%,Connected,upload + download activity,45.54021909,12.06549227,11242,27405290,25031
144,6/2/18 * 10:35:26,HAVE MOBILE CONNECTION,mobile,10:35:26,(DC)HSPA+ * 42.2 Mbps,-69,-84,-57,78%,53%,Connected,upload + download activity,45.54107379,12.06750536,11242,27405290,25031
145,6/2/18 * 10:35:36,HAVE MOBILE CONNECTION,mobile,10:35:36,(DC)HSPA+ * 42.2 Mbps,-67,-84,-57,82%,54%,Connected,upload + download activity,45.5419412,12.06915968,11242,27405290,25031
146,6/2/18 * 10:35:46,HAVE MOBILE CONNECTION,mobile,10:35:46,UMTS * 384 kbps,-65,-84,-57,85%,54%,Connected,upload + download activity,45.54291842,12.06999168,11242,27405290,25031
147,6/2/18 * 10:35:56,HAVE MOBILE CONNECTION,mobile,10:35:56,UMTS * 384 kbps,-71,-84,-57,75%,54%,Connected,upload + download activity,45.54360622,12.07014584,11242,27405290,25031
148,6/2/18 * 10:36:7,HAVE MOBILE CONNECTION,mobile,10:36:7,UMTS * 384 kbps,-73,-84,-57,71%,54%,Connected,upload + download activity,45.5448924,12.07043875,11243,27405291,25031
149,6/2/18 * 10:36:17,HAVE MOBILE CONNECTION,mobile,10:36:17,UMTS * 384 kbps,-69,-84,-57,78%,54%,Connected,upload + download activity,45.54607193,12.0707302,11243,27405291,25031
150,6/2/18 * 10:36:27,HAVE MOBILE CONNECTION,mobile,10:36:27,UMTS * 384 kbps,-71,-83,-57,75%,54%,Connected,upload + download activity,45.54707722,12.07104605,11243,27405291,25031
151,6/2/18 * 10:36:37,HAVE MOBILE CONNECTION,mobile,10:36:37,UMTS * 384 kbps,-73,-83,-57,71%,55%,Connected,upload + download activity,45.5484472,12.071457,11243,27405291,25031
152,6/2/18 * 10:36:48,HAVE MOBILE CONNECTION,mobile,10:36:48,UMTS * 384 kbps,-81,-83,-57,57%,55%,Connected,upload + download activity,45.54954099,12.071857,11243,27405291,25031
153,6/2/18 * 10:36:58,HAVE MOBILE CONNECTION,mobile,10:36:58,UMTS * 384 kbps,-91,-83,-57,39%,54%,Connected,upload + download activity,45.54953134,12.0718658,11243,27405291,25031
154,6/2/18 * 10:37:8,HAVE MOBILE CONNECTION,mobile,10:37:8,UMTS * 384 kbps,-93,-84,-57,35%,54%,Connected,upload + download activity,45.54952051,12.07185679,11243,27405291,25031
155,6/2/18 * 10:37:18,HAVE MOBILE CONNECTION,mobile,10:37:18,UMTS * 384 kbps,-91,-84,-57,39%,54%,Connected,upload + download activity,45.54951955,12.07185567,11243,27405291,25031
156,6/2/18 * 10:37:28,HAVE MOBILE CONNECTION,mobile,10:37:28,(DC)HSPA+ * 42.2 Mbps,-91,-84,-57,39%,54%,Connected,upload + download activity,45.54951843,12.07185425,11243,27405291,25031
157,6/2/18 * 10:37:39,HAVE MOBILE CONNECTION,mobile,10:37:39,(DC)HSPA+ * 42.2 Mbps,-95,-84,-57,32%,54%,Connected,upload + download activity,45.54995432,12.07202028,11243,27405291,25031
158,6/2/18 * 10:37:49,HAVE MOBILE CONNECTION,mobile,10:37:49,(DC)HSPA+ * 42.2 Mbps,-95,-84,-57,32%,54%,Connected,upload + download activity,45.55079039,12.07220725,41533,27435581,25031
159,6/2/18 * 10:37:59,HAVE MOBILE CONNECTION,mobile,10:37:59,(DC)HSPA+ * 42.2 Mbps,-89,-84,-57,42%,54%,Connected,upload + download activity,45.55200911,12.0723367,41533,27435581,25031
160,6/2/18 * 10:38:9,HAVE MOBILE CONNECTION,mobile,10:38:9,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,54%,Connected,upload + download activity,45.55254171,12.07231774,41533,27435581,25031
161,6/2/18 * 10:38:20,HAVE MOBILE CONNECTION,mobile,10:38:20,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,54%,Connected,upload + download activity,45.55255657,12.07234527,41533,27435581,25031
162,6/2/18 * 10:38:30,HAVE MOBILE CONNECTION,mobile,10:38:30,UMTS * 384 kbps,-81,-84,-57,57%,54%,Connected,upload + download activity,45.5525564,12.0723266,41533,27435581,25031
163,6/2/18 * 10:38:40,HAVE MOBILE CONNECTION,mobile,10:38:40,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,54%,Connected,upload + download activity,45.55255561,12.07232822,41533,27435581,25031
164,6/2/18 * 10:38:50,HAVE MOBILE CONNECTION,mobile,10:38:50,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,54%,Connected,upload + download activity,45.55255529,12.07232833,41533,27435581,25031
165,6/2/18 * 10:39:1,HAVE MOBILE CONNECTION,mobile,10:39:1,(DC)HSPA+ * 42.2 Mbps,-83,-84,-57,53%,54%,Connected,upload + download activity,45.55327689,12.07235346,41533,27435581,25031
166,6/2/18 * 10:39:11,HAVE MOBILE CONNECTION,mobile,10:39:11,(DC)HSPA+ * 42.2 Mbps,-79,-84,-57,60%,54%,Connected,upload + download activity,45.55457025,12.07243103,41533,27435581,25031
167,6/2/18 * 10:39:21,HAVE MOBILE CONNECTION,mobile,10:39:21,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,54%,Connected,upload + download activity,45.55583826,12.07248492,41533,27435581,25031
168,6/2/18 * 10:39:32,HAVE MOBILE CONNECTION,mobile,10:39:31,UMTS * 384 kbps,-91,-84,-57,39%,54%,Connected,upload + download activity,45.55716542,12.07255259,41533,27435581,25031
169,6/2/18 * 10:39:42,HAVE MOBILE CONNECTION,mobile,10:39:42,UMTS * 384 kbps,-91,-84,-57,39%,54%,Connected,upload + download activity,45.55852322,12.07259382,41533,27435581,25031
170,6/2/18 * 10:39:52,HAVE MOBILE CONNECTION,mobile,10:39:52,UMTS * 384 kbps,-91,-84,-57,39%,54%,Connected,upload + download activity,45.55981636,12.07266009,5601,27399649,25031
171,6/2/18 * 10:40:2,HAVE MOBILE CONNECTION,mobile,10:40:2,UMTS * 384 kbps,-97,-84,-57,28%,53%,Connected,upload + download activity,45.56034522,12.07263032,5601,27399649,25031
172,6/2/18 * 10:40:12,HAVE MOBILE CONNECTION,mobile,10:40:12,UMTS * 384 kbps,-97,-84,-57,28%,53%,Connected,upload + download activity,45.56124478,12.0728216,41533,27435581,25031
173,6/2/18 * 10:40:23,HAVE MOBILE CONNECTION,mobile,10:40:23,UMTS * 384 kbps,-95,-84,-57,32%,53%,Connected,upload + download activity,45.56179147,12.07443137,57143,27451191,25031
174,6/2/18 * 10:40:33,HAVE MOBILE CONNECTION,mobile,10:40:33,(DC)HSPA+ * 42.2 Mbps,-103,-84,-57,17%,53%,Connected,upload + download activity,45.56165217,12.07668529,41531,27435579,25031
175,6/2/18 * 10:40:43,HAVE MOBILE CONNECTION,mobile,10:40:43,UMTS * 384 kbps,-97,-84,-57,28%,53%,Connected,upload + download activity,45.5616998,12.07880176,41531,27435579,25031
176,6/2/18 * 10:40:53,HAVE MOBILE CONNECTION,mobile,10:40:53,UMTS * 384 kbps,-97,-84,-57,28%,53%,Connected,upload + download activity,45.56177577,12.08073198,41531,27435579,25031
177,6/2/18 * 10:41:3,HAVE MOBILE CONNECTION,mobile,10:41:3,UMTS * 384 kbps,-105,-84,-57,14%,52%,Connected,upload + download activity,45.56173492,12.0820904,41531,27435579,25031
178,6/2/18 * 10:41:14,HAVE MOBILE CONNECTION,mobile,10:41:14,UMTS * 384 kbps,-103,-84,-57,17%,52%,Connected,upload + download activity,45.56159574,12.08388129,41531,27435579,25031
179,6/2/18 * 10:41:24,HAVE MOBILE CONNECTION,mobile,10:41:24,(DC)HSPA+ * 42.2 Mbps,-103,-85,-57,17%,52%,Connected,upload + download activity,45.56155615,12.08605844,41531,27435579,25031
180,6/2/18 * 10:41:34,HAVE MOBILE CONNECTION,mobile,10:41:34,UMTS * 384 kbps,-99,-85,-57,25%,52%,Connected,upload + download activity,45.56148574,12.08818477,41531,27435579,25031
181,6/2/18 * 10:41:44,HAVE MOBILE CONNECTION,mobile,10:41:44,UMTS * 384 kbps,-101,-85,-57,21%,52%,Connected,upload + download activity,45.56140951,12.09046271,41531,27435579,25031
182,6/2/18 * 10:41:54,HAVE MOBILE CONNECTION,mobile,10:41:54,UMTS * 384 kbps,-99,-85,-57,25%,52%,Connected,upload + download activity,45.56167053,12.09250047,57143,27451191,25031
183,6/2/18 * 10:42:5,HAVE MOBILE CONNECTION,mobile,10:42:5,(DC)HSPA+ * 42.2 Mbps,-95,-85,-57,32%,51%,Connected,upload + download activity,45.5630512,12.09359034,57143,27451191,25031
184,6/2/18 * 10:42:15,HAVE MOBILE CONNECTION,mobile,10:42:15,(DC)HSPA+ * 42.2 Mbps,-91,-85,-57,39%,51%,Connected,upload + download activity,45.56433151,12.09498555,57143,27451191,25031
185,6/2/18 * 10:42:25,HAVE MOBILE CONNECTION,mobile,10:42:25,(DC)HSPA+ * 42.2 Mbps,-91,-85,-57,39%,51%,Connected,upload + download activity,45.56518009,12.09680976,57143,27451191,25031
186,6/2/18 * 10:42:35,HAVE MOBILE CONNECTION,mobile,10:42:35,(DC)HSPA+ * 42.2 Mbps,-89,-85,-57,42%,51%,Connected,upload + download activity,45.56588867,12.09869462,57143,27451191,25031
187,6/2/18 * 10:42:45,HAVE MOBILE CONNECTION,mobile,10:42:45,(DC)HSPA+ * 42.2 Mbps,-85,-85,-57,50%,51%,Connected,upload + download activity,45.56669353,12.10069339,57143,27451191,25031
188,6/2/18 * 10:42:56,HAVE MOBILE CONNECTION,mobile,10:42:55,(DC)HSPA+ * 42.2 Mbps,-85,-85,-57,50%,51%,Connected,upload + download activity,45.5674924,12.10255713,57143,27451191,25031
189,6/2/18 * 10:43:6,HAVE MOBILE CONNECTION,mobile,10:43:6,UMTS * 384 kbps,-89,-85,-57,42%,51%,Connected,upload + download activity,45.56804997,12.10424354,57143,27451191,25031
190,6/2/18 * 10:43:16,HAVE MOBILE CONNECTION,mobile,10:43:16,(DC)HSPA+ * 42.2 Mbps,-87,-85,-57,46%,51%,Connected,upload + download activity,45.56801894,12.10617252,57142,27451190,25031
191,6/2/18 * 10:43:26,HAVE MOBILE CONNECTION,mobile,10:43:26,UMTS * 384 kbps,-81,-85,-57,57%,51%,Connected,upload + download activity,45.56823921,12.10785197,57142,27451190,25031
192,6/2/18 * 10:43:36,HAVE MOBILE CONNECTION,mobile,10:43:36,(DC)HSPA+ * 42.2 Mbps,-85,-85,-57,50%,51%,Connected,upload + download activity,45.56930611,12.10842068,57142,27451190,25031
193,6/2/18 * 10:43:47,HAVE MOBILE CONNECTION,mobile,10:43:47,(DC)HSPA+ * 42.2 Mbps,-87,-85,-57,46%,51%,Connected,upload + download activity,45.57051466,12.10836524,57142,27451190,25031
194,6/2/18 * 10:43:57,HAVE MOBILE CONNECTION,mobile,10:43:57,(DC)HSPA+ * 42.2 Mbps,-89,-85,-57,42%,51%,Connected,upload + download activity,45.57147422,12.10827318,57142,27451190,25031
195,6/2/18 * 10:44:7,HAVE MOBILE CONNECTION,mobile,10:44:7,(DC)HSPA+ * 42.2 Mbps,-85,-85,-57,50%,51%,Connected,upload + download activity,45.57257231,12.10831374,57141,27451189,25031
196,6/2/18 * 10:44:17,HAVE MOBILE CONNECTION,mobile,10:44:17,(DC)HSPA+ * 42.2 Mbps,-85,-85,-57,50%,51%,Connected,upload + download activity,45.57304364,12.10859771,57141,27451189,25031
197,6/2/18 * 10:44:28,HAVE MOBILE CONNECTION,mobile,10:44:27,(DC)HSPA+ * 42.2 Mbps,-81,-85,-57,57%,51%,Connected,upload + download activity,45.57319932,12.1100744,10992,27405040,25031
198,6/2/18 * 10:44:38,HAVE MOBILE CONNECTION,mobile,10:44:38,UMTS * 384 kbps,-75,-85,-57,67%,51%,Connected,upload + download activity,45.57399954,12.11146425,10992,27405040,25031
199,6/2/18 * 10:44:48,HAVE MOBILE CONNECTION,mobile,10:44:48,(DC)HSPA+ * 42.2 Mbps,-71,-85,-57,75%,51%,Connected,upload + download activity,45.57499825,12.1133807,10992,27405040,25031
200,6/2/18 * 10:44:59,HAVE MOBILE CONNECTION,mobile,10:44:59,(DC)HSPA+ * 42.2 Mbps,-75,-85,-57,67%,51%,Connected,upload + download activity,45.57597792,12.1151568,10991,27405039,25031
201,6/2/18 * 10:45:9,HAVE MOBILE CONNECTION,mobile,10:45:9,(DC)HSPA+ * 42.2 Mbps,-81,-85,-57,57%,51%,Connected,upload + download activity,45.57701166,12.11701553,10991,27405039,25031
202,6/2/18 * 10:45:19,HAVE MOBILE CONNECTION,mobile,10:45:19,(DC)HSPA+ * 42.2 Mbps,-83,-85,-57,53%,51%,Connected,upload + download activity,45.57796544,12.11873373,10991,27405039,25031
203,6/2/18 * 10:45:29,HAVE MOBILE CONNECTION,mobile,10:45:29,(DC)HSPA+ * 42.2 Mbps,-87,-85,-57,46%,51%,Connected,upload + download activity,45.5788564,12.12038272,10991,27405039,25031
204,6/2/18 * 10:45:40,HAVE MOBILE CONNECTION,mobile,10:45:40,(DC)HSPA+ * 42.2 Mbps,-89,-85,-57,42%,51%,Connected,upload + download activity,45.57994821,12.12246166,57141,27451189,25031
205,6/2/18 * 10:45:50,HAVE MOBILE CONNECTION,mobile,10:45:50,(DC)HSPA+ * 42.2 Mbps,-89,-85,-57,42%,51%,Connected,upload + download activity,45.58090208,12.12417772,10991,27405039,25031
206,6/2/18 * 10:46:0,HAVE MOBILE CONNECTION,mobile,10:46:0,(DC)HSPA+ * 42.2 Mbps,-87,-85,-57,46%,51%,Connected,upload + download activity,45.58182665,12.12591024,10991,27405039,25031
207,6/2/18 * 10:46:10,HAVE MOBILE CONNECTION,mobile,10:46:10,(DC)HSPA+ * 42.2 Mbps,-91,-85,-57,39%,51%,Connected,upload + download activity,45.58278369,12.12764286,10991,27405039,25031
208,6/2/18 * 10:46:20,HAVE MOBILE CONNECTION,mobile,10:46:20,(DC)HSPA+ * 42.2 Mbps,-93,-85,-57,35%,51%,Connected,upload + download activity,45.58374821,12.12940318,41981,27436029,25031
209,6/2/18 * 10:46:30,HAVE MOBILE CONNECTION,mobile,10:46:30,(DC)HSPA+ * 42.2 Mbps,-93,-85,-57,35%,51%,Connected,upload + download activity,45.58493984,12.13156696,41981,27436029,25031
210,6/2/18 * 10:46:41,HAVE MOBILE CONNECTION,mobile,10:46:41,HSDPA * 7.2 Mbps,-93,-85,-57,35%,51%,Connected,upload + download activity,45.58583225,12.13322624,10991,27405039,25031
211,6/2/18 * 10:46:51,HAVE MOBILE CONNECTION,mobile,10:46:51,UMTS * 384 kbps,-93,-85,-57,35%,51%,Connected,upload + download activity,45.58617758,12.1343491,10991,27405039,25031
212,6/2/18 * 10:47:1,HAVE MOBILE CONNECTION,mobile,10:47:1,UMTS * 384 kbps,-95,-85,-57,32%,51%,Connected,upload + download activity,45.58702208,12.13543257,10991,27405039,25031
213,6/2/18 * 10:47:11,HAVE MOBILE CONNECTION,mobile,10:47:11,(DC)HSPA+ * 42.2 Mbps,-89,-85,-57,42%,51%,Connected,upload + download activity,45.58809116,12.13736812,10991,27405039,25031
214,6/2/18 * 10:47:21,HAVE MOBILE CONNECTION,mobile,10:47:21,HSDPA * 7.2 Mbps,-87,-85,-57,46%,51%,Connected,upload + download activity,45.58923035,12.13943613,10991,27405039,25031
215,6/2/18 * 10:47:32,HAVE MOBILE CONNECTION,mobile,10:47:32,(DC)HSPA+ * 42.2 Mbps,-85,-85,-57,50%,51%,Connected,upload + download activity,45.59049448,12.14172488,34942,9209982,25032
216,6/2/18 * 10:47:42,HAVE MOBILE CONNECTION,mobile,10:47:42,(DC)HSPA+ * 42.2 Mbps,-87,-85,-57,46%,51%,Connected,upload + download activity,45.59159125,12.14372926,34942,9209982,25032
