Counter,Date:,Info,Signal type,Time (24h),Network type,dBm,dBm average,Best signal,Percent,Percent average,Data state:,Data activity:,My Location latitude,My Location longitude,Tower Cell ID - short,Tower Cell ID - long,Tower LAC (Local Area Code)
,Log date: 5/13/18
,Log start: 18:34:18
,Log interval: 10 seconds
,Device/Model: A0001
,Android: Version 8.1.0
,Net. op.: vodafone IT
,Sim op.: 
,Network type (DC)HSPA+ * 42.2 Mbps
,Phone type: GSM
,Country code: it
,Device ID: 864587020902251
1,5/13/18 * 18:34:28,HAVE MOBILE CONNECTION,mobile,18:34:28,(DC)HSPA+ * 42.2 Mbps,-95,-95,-95,32%,32%,Connected,upload + download activity,0.0,0.0,4237,9179277,25032
2,5/13/18 * 18:34:38,HAVE MOBILE CONNECTION,mobile,18:34:38,(DC)HSPA+ * 42.2 Mbps,-101,-98,-95,21%,26%,Connected,no activity,0.0,0.0,4237,9179277,25032
3,5/13/18 * 18:34:48,HAVE MOBILE CONNECTION,mobile,18:34:48,(DC)HSPA+ * 42.2 Mbps,-101,-99,-95,21%,24%,Connected,upload + download activity,0.0,0.0,4237,9179277,25032
4,5/13/18 * 18:34:56,HAVE MOBILE CONNECTION,mobile,18:34:56,LTE,-127,-106,-95,14%,22%,Connected,Unknown,0.0,0.0,7455,10034463,22087
5,5/13/18 * 18:35:7,HAVE MOBILE CONNECTION,mobile,18:35:7,(DC)HSPA+ * 42.2 Mbps,-109,-106,-95,7%,19%,Connected,no activity,0.0,0.0,9281,9184321,25032
6,5/13/18 * 18:35:17,HAVE MOBILE CONNECTION,mobile,18:35:17,LTE,-120,-108,-95,25%,20%,Connected,Unknown,0.0,0.0,7455,10034463,22087
7,5/13/18 * 18:35:28,HAVE MOBILE CONNECTION,mobile,18:35:28,LTE,-120,-110,-95,25%,20%,Connected,no activity,0.0,0.0,7455,10034463,22087
8,5/13/18 * 18:35:37,HAVE MOBILE CONNECTION,mobile,18:35:37,(DC)HSPA+ * 42.2 Mbps,-120,-111,-95,0%,18%,Connected,no activity,0.0,0.0,9281,9184321,25032
9,5/13/18 * 18:35:48,HAVE MOBILE CONNECTION,mobile,18:35:48,LTE,-122,-112,-95,22%,18%,Connected,no activity,0.0,0.0,7455,10034463,22087
10,5/13/18 * 18:35:58,HAVE MOBILE CONNECTION,mobile,18:35:58,LTE,-122,-113,-95,22%,18%,Connected,Unknown,0.0,0.0,7455,10034463,22087
11,5/13/18 * 18:36:10,HAVE MOBILE CONNECTION,mobile,18:36:10,LTE,-122,-114,-95,22%,19%,Connected,Unknown,0.0,0.0,7455,10034463,22087
12,5/13/18 * 18:36:20,HAVE MOBILE CONNECTION,mobile,18:36:20,LTE,-99,-113,-95,56%,22%,Connected,Unknown,0.0,0.0,7455,10034463,22087
13,5/13/18 * 18:36:31,HAVE MOBILE CONNECTION,mobile,18:36:31,LTE,-103,-112,-95,50%,24%,Connected,Unknown,0.0,0.0,7455,10034463,22087
14,5/13/18 * 18:36:41,HAVE MOBILE CONNECTION,mobile,18:36:41,LTE,-100,-111,-95,55%,26%,Connected,Unknown,0.0,0.0,7455,10034463,22087
15,5/13/18 * 18:36:51,HAVE MOBILE CONNECTION,mobile,18:36:51,LTE,-96,-110,-95,61%,28%,Connected,no activity,0.0,0.0,7455,10034463,22087
16,5/13/18 * 18:37:2,HAVE MOBILE CONNECTION,mobile,18:37:2,LTE,-97,-109,-95,59%,30%,Connected,Unknown,0.0,0.0,7455,10034463,22087
17,5/13/18 * 18:37:12,HAVE MOBILE CONNECTION,mobile,18:37:12,LTE,-98,-108,-95,58%,32%,Connected,no activity,0.0,0.0,7455,10034463,22087
18,5/13/18 * 18:37:22,HAVE MOBILE CONNECTION,mobile,18:37:22,LTE,-99,-108,-95,56%,33%,Connected,no activity,0.0,0.0,7455,10034463,22087
19,5/13/18 * 18:37:33,HAVE MOBILE CONNECTION,mobile,18:37:33,LTE,-102,-108,-95,52%,34%,Connected,Unknown,0.0,0.0,7455,10034463,22087
20,5/13/18 * 18:37:43,HAVE MOBILE CONNECTION,mobile,18:37:43,LTE,-108,-108,-95,43%,35%,Connected,no activity,0.0,0.0,7455,10034463,22087
21,5/13/18 * 18:37:53,HAVE MOBILE CONNECTION,mobile,18:37:53,LTE,-100,-107,-95,55%,36%,Connected,Unknown,0.0,0.0,7455,10034463,22087
22,5/13/18 * 18:38:4,HAVE MOBILE CONNECTION,mobile,18:38:4,LTE,-97,-107,-95,59%,37%,Connected,Unknown,0.0,0.0,7455,10034463,22087
23,5/13/18 * 18:38:14,HAVE MOBILE CONNECTION,mobile,18:38:14,LTE,-103,-107,-95,50%,37%,Connected,no activity,0.0,0.0,7455,10034463,22087
24,5/13/18 * 18:38:25,HAVE MOBILE CONNECTION,mobile,18:38:25,LTE,-117,-107,-95,29%,37%,Connected,no activity,0.0,0.0,7455,10034463,22087
25,5/13/18 * 18:38:35,HAVE MOBILE CONNECTION,mobile,18:38:35,LTE,-120,-107,-95,25%,36%,Connected,Unknown,0.0,0.0,7455,10034463,22087
26,5/13/18 * 18:38:45,HAVE MOBILE CONNECTION,mobile,18:38:45,LTE,-111,-108,-95,38%,36%,Connected,no activity,0.0,0.0,7455,10034463,22087
27,5/13/18 * 18:38:55,HAVE MOBILE CONNECTION,mobile,18:38:55,LTE,-110,-108,-95,40%,36%,Connected,no activity,0.0,0.0,7455,10034463,22087
28,5/13/18 * 18:39:5,HAVE MOBILE CONNECTION,mobile,18:39:5,LTE,-110,-108,-95,40%,37%,Connected,no activity,0.0,0.0,7455,10034463,22087
29,5/13/18 * 18:39:15,HAVE MOBILE CONNECTION,mobile,18:39:15,LTE,-87,-107,-87,74%,38%,Connected,no activity,0.0,0.0,7455,10034463,22087
30,5/13/18 * 18:39:25,HAVE MOBILE CONNECTION,mobile,18:39:25,LTE,-88,-106,-87,73%,39%,Connected,no activity,0.0,0.0,7455,10034463,22087
31,5/13/18 * 18:39:35,HAVE MOBILE CONNECTION,mobile,18:39:35,LTE,-91,-106,-87,68%,40%,Connected,no activity,0.0,0.0,7457,10034465,22087
32,5/13/18 * 18:39:46,HAVE MOBILE CONNECTION,mobile,18:39:46,LTE,-87,-105,-87,74%,41%,Connected,no activity,0.0,0.0,7457,10034465,22087
33,5/13/18 * 18:39:56,HAVE MOBILE CONNECTION,mobile,18:39:56,LTE,-78,-104,-78,88%,42%,Connected,no activity,0.0,0.0,7457,10034465,22087
34,5/13/18 * 18:40:6,HAVE MOBILE CONNECTION,mobile,18:40:6,LTE,-86,-104,-78,76%,43%,Connected,no activity,0.0,0.0,7457,10034465,22087
35,5/13/18 * 18:40:16,HAVE MOBILE CONNECTION,mobile,18:40:16,LTE,-92,-103,-78,67%,44%,Connected,no activity,0.0,0.0,7457,10034465,22087
36,5/13/18 * 18:40:26,HAVE MOBILE CONNECTION,mobile,18:40:26,LTE,-89,-103,-78,71%,45%,Connected,no activity,0.0,0.0,7457,10034465,22087
37,5/13/18 * 18:40:36,HAVE MOBILE CONNECTION,mobile,18:40:36,LTE,-99,-103,-78,56%,45%,Connected,no activity,0.0,0.0,7457,10034465,22087
38,5/13/18 * 18:40:46,HAVE MOBILE CONNECTION,mobile,18:40:46,LTE,-106,-103,-78,46%,45%,Connected,no activity,0.0,0.0,6689,10033697,22087
39,5/13/18 * 18:40:56,HAVE MOBILE CONNECTION,mobile,18:40:56,LTE,-97,-103,-78,59%,45%,Connected,no activity,0.0,0.0,6689,10033697,22087
40,5/13/18 * 18:41:6,HAVE MOBILE CONNECTION,mobile,18:41:6,LTE,-89,-102,-78,71%,46%,Connected,no activity,0.0,0.0,6689,10033697,22087
41,5/13/18 * 18:41:16,HAVE MOBILE CONNECTION,mobile,18:41:16,LTE,-98,-102,-78,58%,46%,Connected,no activity,0.0,0.0,6688,10033696,22087
42,5/13/18 * 18:41:26,HAVE MOBILE CONNECTION,mobile,18:41:26,LTE,-85,-102,-78,77%,47%,Connected,no activity,0.0,0.0,6688,10033696,22087
43,5/13/18 * 18:41:36,HAVE MOBILE CONNECTION,mobile,18:41:36,LTE,-92,-102,-78,67%,47%,Connected,no activity,0.0,0.0,6688,10033696,22087
44,5/13/18 * 18:41:47,HAVE MOBILE CONNECTION,mobile,18:41:47,LTE,-99,-102,-78,56%,48%,Connected,no activity,45.67228955,12.21894883,6688,10033696,22087
45,5/13/18 * 18:41:57,HAVE MOBILE CONNECTION,mobile,18:41:57,LTE,-95,-101,-78,62%,48%,Connected,no activity,45.67228955,12.21894883,10785,10037793,22087
46,5/13/18 * 18:42:7,HAVE MOBILE CONNECTION,mobile,18:42:7,LTE,-95,-101,-78,62%,48%,Connected,no activity,45.67228955,12.21894883,10785,10037793,22087
47,5/13/18 * 18:42:17,HAVE MOBILE CONNECTION,mobile,18:42:17,LTE,-90,-101,-78,70%,49%,Connected,no activity,45.67228955,12.21894883,10785,10037793,22087
48,5/13/18 * 18:42:27,HAVE MOBILE CONNECTION,mobile,18:42:27,LTE,-78,-101,-78,88%,50%,Connected,no activity,45.67228955,12.21894883,10785,10037793,22087
49,5/13/18 * 18:42:37,HAVE MOBILE CONNECTION,mobile,18:42:37,LTE,-79,-100,-78,86%,50%,Connected,no activity,45.67228955,12.21894883,10785,10037793,22087
50,5/13/18 * 18:42:47,HAVE MOBILE CONNECTION,mobile,18:42:47,LTE,-81,-100,-78,83%,51%,Connected,no activity,45.67228955,12.21894883,10785,10037793,22087
51,5/13/18 * 18:42:57,HAVE MOBILE CONNECTION,mobile,18:42:57,LTE,-87,-99,-78,74%,51%,Connected,no activity,45.67228955,12.21894883,10785,10037793,22087
52,5/13/18 * 18:43:7,HAVE MOBILE CONNECTION,mobile,18:43:7,LTE,-84,-99,-78,79%,52%,Connected,no activity,45.67228955,12.21894883,10783,10037791,22087
53,5/13/18 * 18:43:17,HAVE MOBILE CONNECTION,mobile,18:43:17,LTE,-98,-99,-78,58%,52%,Connected,no activity,45.67228955,12.21894883,10784,10037792,22087
54,5/13/18 * 18:43:28,HAVE MOBILE CONNECTION,mobile,18:43:28,LTE,-102,-99,-78,52%,52%,Connected,no activity,45.67228955,12.21894883,10784,10037792,22087
55,5/13/18 * 18:43:38,HAVE MOBILE CONNECTION,mobile,18:43:38,LTE,-104,-99,-78,49%,52%,Connected,no activity,45.67228955,12.21894883,61471,9957407,22087
56,5/13/18 * 18:43:48,HAVE MOBILE CONNECTION,mobile,18:43:48,LTE,-113,-99,-78,35%,52%,Connected,no activity,45.67228955,12.21894883,7713,10034721,22087
57,5/13/18 * 18:43:58,HAVE MOBILE CONNECTION,mobile,18:43:58,LTE,-111,-100,-78,38%,51%,Connected,no activity,45.67228955,12.21894883,7713,10034721,22087
58,5/13/18 * 18:44:8,HAVE MOBILE CONNECTION,mobile,18:44:8,LTE,-108,-100,-78,43%,51%,Connected,no activity,45.67228955,12.21894883,7713,10034721,22087
59,5/13/18 * 18:44:18,HAVE MOBILE CONNECTION,mobile,18:44:18,LTE,-112,-100,-78,37%,51%,Connected,no activity,45.67228955,12.21894883,7713,10034721,22087
60,5/13/18 * 18:44:27,HAVE MOBILE CONNECTION,mobile,18:44:27,(DC)HSPA+ * 42.2 Mbps,-89,-100,-78,42%,51%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
61,5/13/18 * 18:44:37,HAVE MOBILE CONNECTION,mobile,18:44:37,(DC)HSPA+ * 42.2 Mbps,-89,-100,-78,42%,51%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
62,5/13/18 * 18:44:47,HAVE MOBILE CONNECTION,mobile,18:44:47,(DC)HSPA+ * 42.2 Mbps,-89,-99,-78,42%,50%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
63,5/13/18 * 18:44:57,HAVE MOBILE CONNECTION,mobile,18:44:57,(DC)HSPA+ * 42.2 Mbps,-79,-99,-78,60%,51%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
64,5/13/18 * 18:45:7,HAVE MOBILE CONNECTION,mobile,18:45:7,(DC)HSPA+ * 42.2 Mbps,-83,-99,-78,53%,51%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
65,5/13/18 * 18:45:17,HAVE MOBILE CONNECTION,mobile,18:45:17,(DC)HSPA+ * 42.2 Mbps,-79,-99,-78,60%,51%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
66,5/13/18 * 18:45:27,HAVE MOBILE CONNECTION,mobile,18:45:27,(DC)HSPA+ * 42.2 Mbps,-87,-98,-78,46%,51%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
67,5/13/18 * 18:45:37,HAVE MOBILE CONNECTION,mobile,18:45:37,(DC)HSPA+ * 42.2 Mbps,-85,-98,-78,50%,51%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
68,5/13/18 * 18:45:48,HAVE MOBILE CONNECTION,mobile,18:45:47,(DC)HSPA+ * 42.2 Mbps,-79,-98,-78,60%,51%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
69,5/13/18 * 18:45:58,HAVE MOBILE CONNECTION,mobile,18:45:58,(DC)HSPA+ * 42.2 Mbps,-69,-97,-69,78%,51%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
70,5/13/18 * 18:46:8,HAVE MOBILE CONNECTION,mobile,18:46:8,(DC)HSPA+ * 42.2 Mbps,-71,-97,-69,75%,52%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
71,5/13/18 * 18:46:18,HAVE MOBILE CONNECTION,mobile,18:46:18,(DC)HSPA+ * 42.2 Mbps,-67,-97,-67,82%,52%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
72,5/13/18 * 18:46:28,HAVE MOBILE CONNECTION,mobile,18:46:28,(DC)HSPA+ * 42.2 Mbps,-71,-96,-67,75%,52%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
73,5/13/18 * 18:46:38,HAVE MOBILE CONNECTION,mobile,18:46:38,(DC)HSPA+ * 42.2 Mbps,-61,-96,-61,92%,53%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
74,5/13/18 * 18:46:48,HAVE MOBILE CONNECTION,mobile,18:46:48,(DC)HSPA+ * 42.2 Mbps,-63,-95,-61,89%,53%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
75,5/13/18 * 18:46:58,HAVE MOBILE CONNECTION,mobile,18:46:58,(DC)HSPA+ * 42.2 Mbps,-65,-95,-61,85%,54%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
76,5/13/18 * 18:47:8,HAVE MOBILE CONNECTION,mobile,18:47:8,(DC)HSPA+ * 42.2 Mbps,-67,-95,-61,82%,54%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
77,5/13/18 * 18:47:18,HAVE MOBILE CONNECTION,mobile,18:47:18,(DC)HSPA+ * 42.2 Mbps,-65,-94,-61,85%,54%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
78,5/13/18 * 18:47:29,HAVE MOBILE CONNECTION,mobile,18:47:29,(DC)HSPA+ * 42.2 Mbps,-65,-94,-61,85%,55%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
79,5/13/18 * 18:47:39,HAVE MOBILE CONNECTION,mobile,18:47:39,(DC)HSPA+ * 42.2 Mbps,-65,-93,-61,85%,55%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
80,5/13/18 * 18:47:49,HAVE MOBILE CONNECTION,mobile,18:47:49,(DC)HSPA+ * 42.2 Mbps,-67,-93,-61,82%,56%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
81,5/13/18 * 18:47:59,HAVE MOBILE CONNECTION,mobile,18:47:59,(DC)HSPA+ * 42.2 Mbps,-65,-93,-61,85%,56%,Connected,no activity,45.67228955,12.21894883,9072,9184112,25032
82,5/13/18 * 18:48:9,HAVE MOBILE CONNECTION,mobile,18:48:9,(DC)HSPA+ * 42.2 Mbps,-67,-92,-61,82%,56%,Connected,no activity,45.67228955,12.21894883,9076,9184116,25032
83,5/13/18 * 18:48:19,HAVE MOBILE CONNECTION,mobile,18:48:19,(DC)HSPA+ * 42.2 Mbps,-59,-92,-59,96%,57%,Connected,no activity,45.67228955,12.21894883,9076,9184116,25032
84,5/13/18 * 18:48:29,HAVE MOBILE CONNECTION,mobile,18:48:29,(DC)HSPA+ * 42.2 Mbps,-55,-92,-55,100%,57%,Connected,no activity,45.65474339,12.20013419,9076,9184116,25032
85,5/13/18 * 18:48:39,HAVE MOBILE CONNECTION,mobile,18:48:39,(DC)HSPA+ * 42.2 Mbps,-67,-91,-55,82%,57%,Connected,no activity,45.65474339,12.20013419,9076,9184116,25032
86,5/13/18 * 18:48:49,HAVE MOBILE CONNECTION,mobile,18:48:49,(DC)HSPA+ * 42.2 Mbps,-79,-91,-55,60%,58%,Connected,no activity,45.65474339,12.20013419,9076,9184116,25032
87,5/13/18 * 18:48:59,HAVE MOBILE CONNECTION,mobile,18:48:59,(DC)HSPA+ * 42.2 Mbps,-77,-91,-55,64%,58%,Connected,no activity,45.65474339,12.20013419,9076,9184116,25032
88,5/13/18 * 18:49:9,HAVE MOBILE CONNECTION,mobile,18:49:9,(DC)HSPA+ * 42.2 Mbps,-77,-91,-55,64%,58%,Connected,no activity,45.65474339,12.20013419,9076,9184116,25032
89,5/13/18 * 18:49:20,HAVE MOBILE CONNECTION,mobile,18:49:20,(DC)HSPA+ * 42.2 Mbps,-87,-91,-55,46%,58%,Connected,no activity,45.65474339,12.20013419,9076,9184116,25032
90,5/13/18 * 18:49:30,HAVE MOBILE CONNECTION,mobile,18:49:30,(DC)HSPA+ * 42.2 Mbps,-83,-91,-55,53%,57%,Connected,no activity,45.65474339,12.20013419,9076,9184116,25032
91,5/13/18 * 18:49:40,HAVE MOBILE CONNECTION,mobile,18:49:40,(DC)HSPA+ * 42.2 Mbps,-91,-91,-55,39%,57%,Connected,no activity,45.65474339,12.20013419,9079,9184119,25032
92,5/13/18 * 18:49:50,HAVE MOBILE CONNECTION,mobile,18:49:50,(DC)HSPA+ * 42.2 Mbps,-83,-91,-55,53%,57%,Connected,no activity,45.65474339,12.20013419,57778,9232818,25032
93,5/13/18 * 18:50:0,HAVE MOBILE CONNECTION,mobile,18:50:0,(DC)HSPA+ * 42.2 Mbps,-79,-90,-55,60%,57%,Connected,no activity,45.65474339,12.20013419,57778,9232818,25032
94,5/13/18 * 18:50:10,HAVE MOBILE CONNECTION,mobile,18:50:10,(DC)HSPA+ * 42.2 Mbps,-81,-90,-55,57%,57%,Connected,no activity,45.65474339,12.20013419,57778,9232818,25032
95,5/13/18 * 18:50:20,HAVE MOBILE CONNECTION,mobile,18:50:20,(DC)HSPA+ * 42.2 Mbps,-83,-90,-55,53%,57%,Connected,no activity,45.65474339,12.20013419,57778,9232818,25032
96,5/13/18 * 18:50:30,HAVE MOBILE CONNECTION,mobile,18:50:30,(DC)HSPA+ * 42.2 Mbps,-91,-90,-55,39%,57%,Connected,no activity,45.65474339,12.20013419,57778,9232818,25032
97,5/13/18 * 18:50:40,HAVE MOBILE CONNECTION,mobile,18:50:40,(DC)HSPA+ * 42.2 Mbps,-83,-90,-55,53%,57%,Connected,no activity,45.65474339,12.20013419,65535,2147483647,65535
98,5/13/18 * 18:50:50,HAVE MOBILE CONNECTION,mobile,18:50:50,(DC)HSPA+ * 42.2 Mbps,-93,-90,-55,35%,57%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
99,5/13/18 * 18:51:0,HAVE MOBILE CONNECTION,mobile,18:51:0,(DC)HSPA+ * 42.2 Mbps,-103,-90,-55,17%,56%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
100,5/13/18 * 18:51:11,HAVE MOBILE CONNECTION,mobile,18:51:11,(DC)HSPA+ * 42.2 Mbps,-103,-90,-55,17%,56%,Connected,no activity,45.65474339,12.20013419,22859,9197899,25032
101,5/13/18 * 18:51:21,HAVE MOBILE CONNECTION,mobile,18:51:21,(DC)HSPA+ * 42.2 Mbps,-93,-90,-55,35%,56%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
102,5/13/18 * 18:51:31,HAVE MOBILE CONNECTION,mobile,18:51:31,(DC)HSPA+ * 42.2 Mbps,-107,-91,-55,10%,55%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
103,5/13/18 * 18:51:41,HAVE MOBILE CONNECTION,mobile,18:51:41,(DC)HSPA+ * 42.2 Mbps,-101,-91,-55,21%,55%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
104,5/13/18 * 18:51:51,HAVE MOBILE CONNECTION,mobile,18:51:51,(DC)HSPA+ * 42.2 Mbps,-99,-91,-55,25%,55%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
105,5/13/18 * 18:52:1,HAVE MOBILE CONNECTION,mobile,18:52:1,(DC)HSPA+ * 42.2 Mbps,-99,-91,-55,25%,54%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
106,5/13/18 * 18:52:11,HAVE MOBILE CONNECTION,mobile,18:52:11,(DC)HSPA+ * 42.2 Mbps,-101,-91,-55,21%,54%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
107,5/13/18 * 18:52:21,HAVE MOBILE CONNECTION,mobile,18:52:21,(DC)HSPA+ * 42.2 Mbps,-101,-91,-55,21%,54%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
108,5/13/18 * 18:52:31,HAVE MOBILE CONNECTION,mobile,18:52:31,(DC)HSPA+ * 42.2 Mbps,-107,-91,-55,10%,53%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
109,5/13/18 * 18:52:41,HAVE MOBILE CONNECTION,mobile,18:52:41,(DC)HSPA+ * 42.2 Mbps,-103,-91,-55,17%,53%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
110,5/13/18 * 18:52:51,HAVE MOBILE CONNECTION,mobile,18:52:51,(DC)HSPA+ * 42.2 Mbps,-103,-91,-55,17%,53%,Connected,no activity,45.65474339,12.20013419,57779,9232819,25032
111,5/13/18 * 18:53:2,HAVE MOBILE CONNECTION,mobile,18:53:2,(DC)HSPA+ * 42.2 Mbps,-101,-91,-55,21%,52%,Connected,no activity,45.65474339,12.20013419,22859,9197899,25032
112,5/13/18 * 18:53:12,HAVE MOBILE CONNECTION,mobile,18:53:12,(DC)HSPA+ * 42.2 Mbps,-105,-92,-55,14%,52%,Connected,no activity,45.65474339,12.20013419,22859,9197899,25032
113,5/13/18 * 18:53:22,HAVE MOBILE CONNECTION,mobile,18:53:22,(DC)HSPA+ * 42.2 Mbps,-105,-92,-55,14%,52%,Connected,no activity,45.64544738,12.16799421,22859,9197899,25032
114,5/13/18 * 18:53:32,HAVE MOBILE CONNECTION,mobile,18:53:32,(DC)HSPA+ * 42.2 Mbps,-101,-92,-55,21%,51%,Connected,no activity,45.64544738,12.16799421,22859,9197899,25032
115,5/13/18 * 18:53:42,HAVE MOBILE CONNECTION,mobile,18:53:42,(DC)HSPA+ * 42.2 Mbps,-109,-92,-55,7%,51%,Connected,no activity,45.64544738,12.16799421,31348,9206388,25032
116,5/13/18 * 18:53:53,HAVE MOBILE CONNECTION,mobile,18:53:53,UMTS * 384 kbps,-120,-92,-55,0%,51%,Connected,no activity,45.64544738,12.16799421,31545,9206585,25032
117,5/13/18 * 18:54:3,HAVE MOBILE CONNECTION,mobile,18:54:3,(DC)HSPA+ * 42.2 Mbps,-89,-92,-55,42%,50%,Connected,no activity,45.64544738,12.16799421,26833,9201873,25032
118,5/13/18 * 18:54:13,HAVE MOBILE CONNECTION,mobile,18:54:13,(DC)HSPA+ * 42.2 Mbps,-79,-92,-55,60%,51%,Connected,no activity,45.64544738,12.16799421,26833,9201873,25032
119,5/13/18 * 18:54:23,HAVE MOBILE CONNECTION,mobile,18:54:23,(DC)HSPA+ * 42.2 Mbps,-89,-92,-55,42%,50%,Connected,no activity,45.64544738,12.16799421,26833,9201873,25032
120,5/13/18 * 18:54:33,HAVE MOBILE CONNECTION,mobile,18:54:33,(DC)HSPA+ * 42.2 Mbps,-89,-92,-55,42%,50%,Connected,no activity,45.64544738,12.16799421,26833,9201873,25032
121,5/13/18 * 18:54:43,HAVE MOBILE CONNECTION,mobile,18:54:43,(DC)HSPA+ * 42.2 Mbps,-87,-92,-55,46%,50%,Connected,no activity,45.64544738,12.16799421,26833,9201873,25032
122,5/13/18 * 18:54:54,HAVE MOBILE CONNECTION,mobile,18:54:54,(DC)HSPA+ * 42.2 Mbps,-87,-92,-55,46%,50%,Connected,Unknown,45.64544738,12.16799421,26833,9201873,25032
123,5/13/18 * 18:55:3,HAVE MOBILE CONNECTION,mobile,18:55:3,LTE,-102,-92,-55,52%,50%,Connected,no activity,45.64544738,12.16799421,60447,9759775,22085
124,5/13/18 * 18:55:14,HAVE MOBILE CONNECTION,mobile,18:55:14,LTE,-91,-92,-55,68%,50%,Connected,Unknown,45.64544738,12.16799421,60447,9759775,22085
125,5/13/18 * 18:55:29,HAVE MOBILE CONNECTION,mobile,18:55:29,LTE,-83,-92,-55,80%,51%,Connected,Unknown,45.64544738,12.16799421,60447,9759775,22085
126,5/13/18 * 18:55:41,HAVE MOBILE CONNECTION,mobile,18:55:41,LTE,-108,-92,-55,43%,51%,Connected,Unknown,45.64544738,12.16799421,60448,9759776,22085
127,5/13/18 * 18:55:52,HAVE MOBILE CONNECTION,mobile,18:55:52,LTE,-108,-92,-55,43%,51%,Connected,Unknown,45.64544738,12.16799421,60448,9759776,22085
128,5/13/18 * 18:56:5,HAVE MOBILE CONNECTION,mobile,18:56:5,LTE,-99,-92,-55,56%,51%,Connected,Unknown,45.64544738,12.16799421,60448,9759776,22085
129,5/13/18 * 18:56:15,HAVE MOBILE CONNECTION,mobile,18:56:15,LTE,-93,-92,-55,65%,51%,Connected,no activity,45.64544738,12.16799421,60448,9759776,22085
130,5/13/18 * 18:56:26,HAVE MOBILE CONNECTION,mobile,18:56:26,LTE,-101,-92,-55,53%,51%,Connected,Unknown,45.64544738,12.16799421,60448,9759776,22085
131,5/13/18 * 18:56:38,HAVE MOBILE CONNECTION,mobile,18:56:38,LTE,-102,-92,-55,52%,51%,Connected,no activity,45.64544738,12.16799421,60448,9759776,22085
132,5/13/18 * 18:56:50,HAVE MOBILE CONNECTION,mobile,18:56:50,LTE,-112,-92,-55,37%,51%,Connected,no activity,45.64544738,12.16799421,60448,9759776,22085
133,5/13/18 * 18:57:2,HAVE MOBILE CONNECTION,mobile,18:57:2,LTE,-105,-93,-55,47%,51%,Connected,Unknown,45.64544738,12.16799421,60448,9759776,22085
134,5/13/18 * 18:57:13,HAVE MOBILE CONNECTION,mobile,18:57:13,LTE,-104,-93,-55,49%,51%,Connected,Unknown,45.64544738,12.16799421,60448,9759776,22085
135,5/13/18 * 18:57:27,HAVE MOBILE CONNECTION,mobile,18:57:27,LTE,-104,-93,-55,49%,51%,Connected,Unknown,45.64544738,12.16799421,60448,9759776,22085
136,5/13/18 * 18:57:36,HAVE MOBILE CONNECTION,mobile,18:57:36,(DC)HSPA+ * 42.2 Mbps,-119,-93,-55,0%,50%,Connected,no activity,45.64544738,12.16799421,60448,9759776,65534
137,5/13/18 * 18:57:45,HAVE MOBILE CONNECTION,mobile,18:57:45,UMTS * 384 kbps,-89,-93,-55,42%,50%,Connected,Unknown,45.64544738,12.16799421,34951,9209991,25032
138,5/13/18 * 18:57:54,HAVE MOBILE CONNECTION,mobile,18:57:54,(DC)HSPA+ * 42.2 Mbps,-85,-93,-55,50%,50%,Connected,no activity,45.64544738,12.16799421,34951,9209991,25032
139,5/13/18 * 18:58:4,HAVE MOBILE CONNECTION,mobile,18:58:4,(DC)HSPA+ * 42.2 Mbps,-83,-93,-55,53%,50%,Connected,Unknown,45.64544738,12.16799421,34951,9209991,25032
